"x"	"y"
0.0831738198176026	0.996906590650484
0.631046609021723	0.660998649949247
0.257969439029694	0.932776627129018
0.153231870848686	0.99081333446602
0.328204997815192	0.89742222594869
0.604736354434863	0.679656772893985
0.444481117650867	0.819866833479942
0.573538903379813	0.71761220148373
0.671217651804909	0.64095858931055
0.283658067462966	0.90054145113121
0.0392422985751182	1.00909041274724
0.894491271814331	0.613950232285165
0.47255167318508	0.787655476316044
0.924486121628433	0.622587096421984
0.236564350780100	0.942225859040151
0.663590310374275	0.623104437525129
0.366398502839729	0.85937122479556
0.250211727572605	0.969187458451067
0.797421426745132	0.6232424207349
0.834584187949076	0.582815108854704
0.124893124448135	1.0043203404228
0.374729929491878	0.867255779669812
0.538939237361774	0.741329323182227
0.62962058885023	0.672672583965482
0.597003496252	0.683866078250023
0.225105208111927	0.941091233872214
0.144115332979709	0.985443050955594
0.349634097423404	0.879699281966096
0.210039488272741	0.946669582334535
0.526769824093208	0.733228264934943
0.100814904551953	0.964930512707789
0.210693960310891	0.95012523223980
0.0837783347815275	0.983290180959021
0.123254631413147	1.00077455105201
0.657632901566103	0.646170968161791
0.766831347718835	0.598642826898363
0.248960428638384	0.932208144698251
0.38264740887098	0.86487834794587
0.158884447766468	0.977180119149766
0.116293291095644	0.978030850071653
0.138460627757013	0.987096125183487
0.73974156123586	0.592157116834789
0.318606188055128	0.932342167555489
0.901465490460396	0.601036621204409
0.589643098879606	0.688339928913772
0.195335526717827	0.934668161282396
0.00968118268065155	1.00268779376203
0.96037971507758	0.63832414531991
0.165963225997984	0.97481692200125
0.909667258150876	0.604785363573424
0.277111622970551	0.93614853696961
0.0624934711959213	1.00630249322569
0.631410386180505	0.689362842787094
0.0433929471764714	0.98990111643153
0.186718873446807	0.965742993650908
0.050250805914402	0.995214173671515
0.14131616987288	0.981360783307876
0.72665797220543	0.607309987939372
0.622040080139413	0.669645846445752
0.865588973276317	0.584013676297877
0.704498536419123	0.615757690553164
0.215599667513743	0.944391033515624
0.515918239019811	0.769650605236677
0.981963717145845	0.674176480738077
0.304677394684404	0.923691419306871
0.0666464054957032	1.00977680747092
0.573439916362986	0.704193896999544
0.0293798842467368	0.975605916984383
0.849515888141468	0.574480013005267
0.560734814032912	0.714511008159933
0.957306496333331	0.64659137503146
0.0661256944295019	0.998476949125002
0.302035376196727	0.892354661202232
0.358126629609615	0.910503607625444
0.778036765288562	0.603857801748921
0.565761936130002	0.707766504136127
0.155808587558568	0.95170439928827
0.417484130244702	0.82506401041101
0.904073416022584	0.619217757736112
0.113063342403620	0.96755482155729
0.394568173680454	0.845650801213955
0.71556471963413	0.63315591882926
0.72746712109074	0.604272644093803
0.888775083236396	0.620590104645392
0.724722442915663	0.644873864740587
0.203038725769147	0.953837149661095
0.59686935110949	0.669228490338647
0.723948650993407	0.614961893019251
0.203453583642840	0.953078425836738
0.82498133694753	0.589499889845837
0.312373964814469	0.918447400421535
0.541884970851243	0.732326047587126
0.751596936723217	0.590566000126399
0.660781455691904	0.642965238400901
0.917780812131241	0.593566571749156
0.0954786781221628	0.974571622044065
0.725855935597792	0.641153242801977
0.551481908885762	0.725134769104307
0.594627930317074	0.689451574717222
0.845238502835855	0.581248118390354
0.436090665869415	0.803848681859996
0.0115577441174537	1.00488627303858
0.422458707587793	0.812254738934548
0.0448310424108058	0.98712279664532
0.517799551365897	0.752813498768294
0.51341306976974	0.75640973104565
0.908742140047252	0.614683147526079
0.19965059729293	0.977079019487936
0.73830046504736	0.618607199639405
0.436043241294101	0.826276289179533
0.40772721497342	0.845024562111995
0.820182941155508	0.590956118557574
0.515596927842125	0.744150509559719
0.151951907901093	0.999592216964497
0.0879538245499134	0.981528934707168
0.630342858145013	0.659104214435907
0.357102525420487	0.878266405166119
0.276299882447347	0.922274439521052
0.0983825433067977	1.00015235274962
0.963821362005547	0.657081197687454
0.906842278316617	0.604567479633174
0.255593767622486	0.953609038519267
0.560298475669697	0.724285166196356
0.300243990961462	0.911946253642958
0.44629940809682	0.803685276638581
0.687068924074993	0.614326699509713
0.310905984370038	0.899101932995858
0.293498613871634	0.917591275267651
0.79456271813251	0.602576775889611
0.23349886899814	0.94136438994447
0.0538098483812064	0.999201076865844
0.0496046945918351	0.995509707080223
0.790606115246192	0.582714945586822
0.0479295633267611	1.00724342679813
0.976701228646562	0.6949722125475
0.363497515674680	0.890216754494268
0.762668336043134	0.596188068673806
0.918540316168219	0.631631862953257
0.551598313031718	0.732657182777109
0.242872389499098	0.934252105019188
0.915847671218216	0.598947373192709
0.265189730096608	0.920169459141142
0.264324647607282	0.950788219521425
0.756911063333973	0.58343991718285
0.833236049860716	0.586535558979435
0.182434202870354	0.952772864465166
0.77186151407659	0.611302073672358
0.158085684757680	0.995324695435573
0.540103686274961	0.723658230691622
0.498110039159656	0.763704690147139
0.961866839090362	0.641450080667172
0.272012348286808	0.926404975475403
0.0567930068355054	0.995891093068447
0.589366561034694	0.679970374248795
0.272884658537805	0.941226593649635
0.206685753539205	0.954577591471927
0.504576104925945	0.761045362739916
0.820621165912598	0.597843292169446
0.877526385942474	0.5865902148315
0.268625499214977	0.934525369822422
0.274087050696835	0.927174815168748
0.382391438353807	0.849903600780206
0.678691540146247	0.637864867799283
0.305721872951835	0.910107778693062
0.627020163694397	0.674551047098776
0.484951007645577	0.78329718569824
0.340903986245394	0.921295159759787
0.200011214008555	1.00334960778688
0.402709370013326	0.844895232832241
0.324743545381352	0.870770937183608
0.0765688375104219	0.973228825756437
0.122469244524837	0.981669772278645
0.437089521437883	0.796062753961103
0.328880546381697	0.89313298206099
0.278450876474380	0.900472860820096
0.78298310842365	0.618682704981352
0.528629709500819	0.722013659044583
0.772051703650504	0.610589999981053
0.795438561821356	0.587355692030076
0.561478717951104	0.713698266022143
0.853093568002805	0.580425398178578
0.406124640721828	0.835012446789732
0.459902815287933	0.822050863637884
0.200840342091396	0.980855714326648
0.177217433229089	0.99046971985644
0.938690406270325	0.645100028867435
0.0781651258002967	0.998998426866073
0.895967005752027	0.621603704155942
0.844906734768301	0.608407797924545
0.191071351058781	0.98997740886372
0.611694975057617	0.672465829050337
0.106179519323632	0.974700455082747
0.0573960794135928	0.994502560143888
0.558581981109455	0.749481359306393
0.90201545250602	0.627159529224962
0.00119048450142145	0.996018432057007
0.792727255262434	0.589713222867394
0.160818713484332	0.976558315181842
0.182196766603738	0.964630014123472
0.959102634107694	0.665204543679338
